fval,Prophylactic zinc supplementation,Vitamin A supplementation,Complementary feeding education,Public provision of complementary foods,Breastfeeding promotion,Balanced energy-protein supplementation,Multiple micronutrient supplementation
16710300.15,0.001358543,0.000880542,24694534.7,2.30E-05,0.00015693,0.0005101,0.000210006
16710300.15,5.16E-07,7.74E-07,24694534.7,3.73E-06,1.67E-21,7.69E-06,1.73E-06
17716235.27,10663225.53,2969177.312,4127138.76,2409494.808,1021630.611,3358354.435,145513.2454
17601324.63,4315142.619,258620.1464,6012161.595,3677823.986,3510704.075,4688535.043,2231547.236
16710300.15,4.34E-06,1.86E-06,24694534.7,9.71E-07,3.25E-06,2.07E-07,2.38E-06
17835595.27,4870317.837,2712912.124,4141426.633,73856.56728,4794632.614,2636773.475,5464615.45
17608186.41,1571883.64,26760.10355,5730187.786,7898915.03,837225.0075,1428325.529,7201237.604
18110824.4,7218451.756,8294301.526,1748784.358,1132221.66,3455556.665,1598384.186,1246834.55
17589494.77,2848311.655,1399276.653,6073712.797,5802148.042,4051141.81,3118909.542,1401034.202
18154141.63,9232317.194,2224508.98,893508.4293,228029.0776,62779.53636,4365226.674,7688164.81
16710300.15,0.002742009,0.001642474,24694534.69,0.002270738,0.002419921,0.001147165,0.001524948
18140265.09,6119202.497,1849375.573,657868.4246,10281536.09,275327.3466,422903.5175,5088321.254
16778642.85,132532.7912,379358.9327,20270944.35,1388358.06,1736380.474,635986.2644,150973.8268
16710311.57,245.1722345,71.9128652,24693262.95,119.4316376,92.81919839,684.4957469,57.91852499
16710300.15,6.21E-07,9.64E-08,24694534.7,1.39E-07,4.90E-07,6.60E-09,4.44E-07
17610515.36,3693031.428,354910.5237,6033143.658,4126728.115,5328220.166,3324918.303,1833582.506
16710300.32,1.912643013,16.0565123,24694502.68,0.820228125,0.925839138,0.735553686,11.57377346
16710300.15,0.001462909,0.00273203,24694534.67,0.012958412,0.007553029,0.001076151,0.007665203
18044259.79,4835025.797,4244276.65,2283770.876,4512709.721,3814274.927,4594664.909,409811.8192
18196589.65,816280.15,5295501.034,1801225.568,2883605.764,1478919.888,10939861.67,1479140.625
16710300.15,0.000107626,0.00370414,24694534.64,0.049621731,0.001349429,0.002288701,0.001404723
16710300.5,6.834509559,36.27495295,24694474.7,0.850867213,11.95491391,4.079872095,0
16710303.27,226.6137171,179.0504864,24693845.19,59.3850963,105.6444259,64.67380887,54.14583156
18040665.33,24694173.32,53.14368096,23.00773049,95.48325344,12.95372094,5.795158184,170.9927387
16710300.15,1.33E-05,1.04E-06,24694534.7,3.24E-05,3.10E-05,3.99E-07,6.85E-06
16714782.86,7380.690863,76338.41819,24244258.23,33598.69797,48158.65312,132850.9905,151949.0201
16723717.68,159070.0972,698906.4634,22970006.75,53827.35805,72885.4111,110202.8539,629635.7651
16710300.15,0.006085848,0.00601794,24694534.67,0.003631409,0.002569669,0.006208367,0.007223178
16709843.3,486833.2629,6163.470353,24134486.11,1.22E-11,3282.288747,57147.43649,6622.135149
16710300.15,6.25E-07,1.77E-07,24694534.7,4.04E-07,9.06E-07,3.24E-07,4.82E-07
17352641.95,4663738.476,1520153.437,8079760.74,2144780.946,462481.0867,1488464.615,6335155.398
16711490.69,162708.1889,822.1850639,24407228.68,2422.171492,78905.3424,4468.227475,37979.9083
16710300.15,2.93E-06,8.58E-07,24694534.7,1.21E-06,7.83E-07,8.40E-07,1.07E-06
16710300.15,0.153065001,0.060676041,24694534.11,0.195462729,0.087069492,0.002491073,0.09133438
18220048.48,3127271.134,6792277.215,844513.8458,4103931.301,3024083.396,1062291.196,5740166.612
16710303.53,14.05663946,1.35E-13,24694119.94,149.7014073,83.30136175,11.94775897,155.7538605
16721646.87,182863.941,19939.07651,23394794.83,478566.4386,51434.05638,474351.6818,92584.67952
18169812.85,250176.1022,6333973.309,1777378.567,7087563.916,7918613.22,467574.9459,859254.6395
18145704.79,276152.4005,6239550.746,1922429.445,4701608.877,1461003.881,5752709.977,4341079.374
16710300.15,0.014117262,0.001873806,24694534.64,0.040969911,0.002854833,0.001293584,4.68E-19
18283494.31,2462456.342,2316549.77,326236.9097,8142166.096,4900210.313,5504645.289,1042269.98
16710310.1,94.35374188,149.0379222,24693432.01,282.5360099,343.9365329,198.1085698,34.7194418
16710311.22,183.6761928,789.5446598,24692722.52,209.8155797,196.0438239,254.8732159,178.2303546
17114243.61,1963299.261,628569.8973,11159259.94,6381527.84,1261301.818,1967497.949,1333077.996
17013037.77,3315910.343,0,13168434.46,2952264.246,4889537.334,249884.3727,118503.9472
17770563.43,3765211.644,2579073.524,4070997.413,6767216.772,2010837.614,236246.5105,5264951.222
16710300.15,0.000525807,2.77E-05,24694534.7,3.52E-05,3.02E-06,6.15E-05,9.72E-05
16710300.15,0.0028247,0,24694534.68,0.018324617,0.00200517,0,0.001864417
17028963.05,3645491.121,316015.2573,12834001.33,1100929.267,965879.1453,4506285.33,1325933.254
16710304.2,427.30161,43.90010028,24693669.79,7.44E-14,251.3385096,21.10087013,121.2739999
16710300.15,1.21E-07,3.38E-07,24694534.7,3.08E-07,1.88E-06,1.23E-06,2.83E-07
16710300.16,0.292890225,0.338842735,24694533.05,0.099118032,0.388452873,0.105543251,0.423948841
18040683.01,24692020.29,249.9627747,19.78289809,1362.179265,15.00143432,297.1291875,570.357015
17798811.32,654891.6989,1882948.387,4924842.801,953621.3873,3822808.016,2825561.533,9629860.876
16712436.32,79730.80301,4993.627956,24425401.28,19181.64983,106698.1114,4040.680541,54488.54306
18040664.09,24694534.7,3.26E-06,1.64E-06,1.29E-05,8.53E-06,5.29E-06,4.07E-06
16710300.15,8.56E-08,3.19E-07,24694534.7,1.67E-07,6.62E-08,6.38E-07,9.04E-09
16710300.15,0.025323311,0.144609718,24694534.14,0.012503124,0.023053137,0.185321418,0.171995844
16710300.15,0.00039345,8.56E-05,24694534.7,0.000486214,1.67E-05,0.000181876,0.000333704
18040664.09,24694534.7,3.63E-05,2.34E-06,6.52E-05,6.87E-05,1.88E-05,6.48E-05
16710300.15,7.91E-05,7.94E-05,24694534.7,7.83E-05,6.17E-05,5.39E-05,2.89E-05
17336148.42,457422.0204,4673195.643,9313513.453,1559011.814,6663520.696,268577.0548,1759294.018
16716438.31,436152.848,4298.110152,23700642.41,28786.20396,1827.661373,375412.5431,147414.9195
18040664.09,24694534.7,1.22E-05,4.40E-06,1.56E-05,1.30E-05,1.41E-07,1.14E-06
16710300.15,1.91E-07,1.74E-07,24694534.7,9.36E-08,9.59E-08,5.16E-08,2.86E-08
16761717.93,980472.3718,704730.6024,20366112.19,113481.0114,366259.6281,910869.0214,1252609.879
16710627.9,6060.340475,10348.69274,24645222.87,13110.23377,2638.842478,13035.69449,4118.021328
16737097.95,208336.0858,899848.3023,21933005.15,419835.8937,45571.41562,570306.9907,617630.8626
16710300.98,7.032625205,1.326568935,24694432.16,5.70E-15,7.353312853,0,86.82793746
17683752.48,696727.8942,4987676.895,5611658.35,2191789.097,2993769.098,744019.0169,7468894.348
16710302.04,196.8380617,67.5134464,24694005.94,152.5025687,97.8384735,5.299790234,8.76898309
17887391.64,8860583.794,401004.8769,3010040.906,2583302.355,1821748.165,2304644.972,5713209.631
16943400.16,3105512.189,371163.4589,14449875.01,1737595.367,3416764.567,510791.8779,1102832.226
16710300.15,1.31E-07,8.29E-07,24694534.7,2.37E-07,1.53E-07,3.15E-08,1.09E-07
16710300.17,1.295138312,0.281254374,24694531.76,0.095219827,1.008242191,0.130024566,0.130187989
16710300.15,2.93E-06,2.86E-06,24694534.7,1.21E-06,2.35E-06,1.20E-06,3.22E-06
16710300.15,1.87E-05,5.49E-05,24694534.7,0.000232515,5.01E-05,7.68E-05,2.29E-05
16710300.15,0.000161275,1.95E-05,24694534.7,5.55E-05,1.81E-06,3.40E-06,0.00037852
16710300.27,3.340670909,2.463019774,24694511.07,8.369168736,0,2.169598148,7.287503206
17399564.62,4668124.959,517246.9188,7183133.083,8589599.214,175539.3443,2525173.647,1035717.535
16710300.15,0.052399316,0.017345191,24694534.56,0.006498823,0.005490444,0.026408816,0.028356893
16710395.58,7248.797158,11948.77087,24663885.69,8660.613343,2790.833259,3.35E-13,0
18141797.69,6098503.914,4323907.081,1369329.042,1368545.059,793807.8029,2997077.03,7743364.771
16710300.15,0.000177923,6.75E-05,24694534.7,0.000366266,2.56E-05,1.88E-05,0.000253239
16710300.15,2.60E-05,4.29E-06,24694534.7,1.55E-05,5.80E-06,2.58E-05,1.15E-05
16710300.15,2.98E-07,1.01E-07,24694534.7,5.39E-07,6.20E-08,1.33E-07,5.50E-07
18155875.45,5267071.798,5970035.011,1601978.135,2624620.261,3889869.872,5003116.44,337843.1816
17778943.91,6164428.533,166187.4748,4158502.404,4946849.801,2534888.623,4966942.84,1756735.025
16710300.23,0.885439661,1.173748362,24694525.22,1.296050018,1.605489288,2.356243071,2.163787311
16757975.58,1123015.849,442999.39,20493879.27,1085644.177,1348459.018,193749.3763,6787.624257
16710344.21,4222.678418,3269.385311,24681385.05,2303.246675,1034.269684,412.0637345,1908.002302
16710300.15,1.49E-05,8.01E-06,24694534.7,7.87E-06,9.65E-06,2.88E-05,1.78E-05
16710300.15,0.001191877,0.00261598,24694534.68,0.00246198,0.000890118,0.009904108,0.001220109
16710300.15,8.29E-07,1.52E-06,24694534.7,1.47E-08,1.77E-06,1.31E-06,4.89E-06
17371465.97,2578427.841,3246790.684,8155763.721,2930673.164,1956025.869,1238667.228,4588186.192
16710542.54,3776.159396,14339.45244,24657850.37,6354.797776,9211.798277,1085.094091,1917.032769
16710300.15,0.066411244,0.007779735,24694534.3,0.005140833,0.087714474,0.210159962,0.027595636
18050254.15,22914534.23,332959.2958,165183.4964,265133.5589,689801.5627,83597.35057,243325.2071
16710300.71,27.27447381,4.498116459,24694441.6,16.20839635,6.082261964,27.00922105,12.02275412
16710300.28,1.423382687,7.238399801,24694517.45,0.859111733,1.658503504,5.296451612,0.774601548
16710300.15,0.000757536,0.000744747,24694534.7,0.000203858,4.75E-05,0.000796763,0.000721256
16710301.25,9.817517557,28.80032794,24694311.84,135.4477189,8.762014831,4.028565988,36.00713228
17074274.33,188656.7612,1149553.991,13014315.55,1181816.642,343254.5014,8407628.374,409308.8843
16709986.9,363364.5005,85335.53764,24187974.98,37163.64967,9048.433006,3050.058746,8597.541857
16710300.2,0.52596228,0.302428042,24694530.46,0.239799315,1.668704787,1.293403032,0.214519803
16710300.15,1.14E-05,7.28E-06,24694534.7,1.15E-06,8.14E-06,1.03E-06,1.63E-06
16710300.15,0.039763433,0.000870516,24694534.63,0.011516038,0.011094518,0.002945251,0.002656854
16710303.96,59.97656971,63.59463706,24693983.87,142.811835,98.28447032,14.67921261,171.4877568
16710300.53,0.177607608,5.676551846,24694467.44,45.68037082,1.672010622,6.212872348,7.842291778
16707546.44,1562095.461,2.72E-11,23122412.14,1.82E-11,1209.771899,1.82E-11,8817.330068
16710300.16,0.386594613,1.45E-16,24694533.29,0,0.103838488,0.747468204,0.168774976
16710300.18,3.051708938,1.582648054,24694526.38,0.330278166,0.145419212,0.850907147,2.363293381
16710300.15,5.57E-07,2.33E-05,24694534.7,4.00E-05,1.19E-05,1.70E-05,4.83E-05
17012994.87,1312808.241,1783362.219,13812320.06,728701.7037,3379207.004,3335214.32,342921.1514
16710300.19,0.401345339,0.483273985,24694528.14,3.30962398,0.10761483,1.973275562,0.289757165
18064480.26,1570512.511,7476065.959,2325711.179,4827025.143,2447330.112,1619629.833,4428259.963
16710305.66,252.4505375,167.5191111,24693317.23,372.3687524,78.7407396,28.96126169,317.4258803
16710160.4,183583.7612,22303.90371,24455658.15,11620.17841,11204.0455,10164.66113,0
17342248.48,1642971.3,970801.8111,8730458.426,5033381.751,276381.2011,7641641.024,398899.1863
16710300.16,0.365705753,0.163321784,24694533.02,0.139427983,0.207385937,0.397875351,0.403988476
17322771.3,5169298.29,1186614.867,8159165.601,5578671.858,1455358.015,1997566.272,1147859.798
18040664.18,24694522.51,3.388106226,0.230198635,2.677788265,0.841593279,2.696831217,2.353911684
16710300.57,28.61080002,6.298022374,24694462.14,1.236237868,1.121200347,31.5402907,3.751458662
16710300.15,6.15E-07,3.73E-08,24694534.7,1.85E-09,1.02E-07,1.43E-08,2.70E-08
17321823.64,73732.44973,3772907.688,9018420.967,5279614.71,108415.2122,6077638.807,363804.8668
16712103.49,2138.601675,0,24542204.78,38055.97082,53664.38965,48628.45114,9842.509651
16710629.61,6672.243233,28238.05554,24626376.24,9977.504001,666.2694877,2495.361019,20109.03083
16750428.79,1547313.767,269722.602,20788829.87,202147.2652,874733.5772,554140.9535,457646.668
17872712.17,659813.747,9143496.547,4204799.096,3184725.989,2646648.894,3846065.269,1008985.158
16710300.15,9.10E-06,4.39E-05,24694534.7,1.36E-05,7.66E-06,3.07E-06,1.39E-06
16930858.41,138256.8746,6247387.423,15334176.34,0,1132052.321,2.16E-09,1842661.742
16765135.26,1463500.46,2298312.34,19697801.66,2.58E-09,0,1234920.238,6.44E-10
16710302.34,285.5981114,194.3182418,24693724.96,174.1466031,2.69E-14,96.15189095,59.52788687
17310965.96,57621.1976,3148176.357,9401881.16,3890463.292,5448878.291,1055234.605,1692279.799
16710303.63,5.29E-14,28.06810699,24694249.84,31.97707234,49.83428013,174.9786584,3.52E-14
16711026.63,403.5366688,300.0645344,24618042.53,5519.043602,5909.455455,11390.82104,52969.25283
16959566.04,282147.6876,417863.8243,15089596.54,751626.8311,1807537.828,3851139.117,2494622.872
16710300.15,0.000367886,0.002359936,24694534.66,0.011888568,0.009891404,0.006264234,0.007337575
16710300.15,0.052210939,8.93E-18,24694534.34,0.01439402,0.063202888,0.115524297,0.110920131
17186354.19,1857326.597,9148660.764,10768179.3,642734.9665,418910.0303,1187437.276,671285.7623
16710308.97,601.1614736,366.5783467,24692534.52,497.6111373,383.756473,35.0243581,116.0521645
16710482.87,39443.70392,2935.773035,24615802.47,14067.69822,7822.929684,1.21E-11,14462.12945
16710329.47,71.66866019,185.1514372,24691810.39,433.3426676,457.7334721,1171.358476,405.0554485
16710300.15,1.79E-06,1.08E-21,24694534.7,3.05E-05,2.33E-06,3.25E-21,3.34E-06
18040664.09,24694534.7,8.11E-06,6.43E-06,1.76E-05,4.76E-05,5.07E-06,5.58E-06
17714738.54,1100821.171,8825952.55,5618541.33,1154861.18,1304921.582,6310308.992,379127.8951
16710300.15,1.91E-05,2.83E-06,24694534.7,1.66E-05,5.71E-06,1.90E-05,1.06E-05
17517559.24,4239871.924,31743.23538,6203410.679,8006112.863,277938.6388,3190604.414,2744852.946
17047213.2,6422455.133,1071728.115,11622001.97,847534.6288,85263.93711,1829576.721,2815974.195
16710300.15,0.000138374,1.21E-05,24694534.7,7.11E-06,2.54E-05,1.26E-05,4.26E-06
16710839.27,677.1186243,18341.87897,24640490.31,1156.369342,4180.940642,27906.359,1781.722574
16710944.5,8258.647518,8027.900847,24625255.7,10692.69602,24879.53396,8612.433994,8807.789164
16720807.62,335628.9731,329962.6622,23245027.59,90320.15595,21031.43953,353008.6521,319555.2226
16710308.57,62.50320178,201.0236744,24693637,69.96106275,251.3878984,174.4162492,138.412588
18040664.09,24694534.69,0.002591243,0.000836707,0.00127071,0.003428637,0.002774337,0.002917162
18040664.09,24694534.69,0.001507229,0.001029176,0.001405875,0.001529212,0.003327961,0.00057562
16710667.82,11156.35661,14483.80541,24620820.49,21820.56057,4741.351042,1494.190704,20017.94312
16781305.21,73290.56731,482816.7249,19956066.15,1147597.123,975725.9048,783941.6543,1275096.577
16723341.03,259840.2962,338266.1989,23271647.61,154148.1843,345456.7803,298582.1947,26593.43571
18008749.17,926122.0485,2198578.297,2710764.901,7381431.982,5224713.375,1534281.099,4718642.997
16710300.15,1.62E-07,5.45E-07,24694534.7,5.07E-06,1.00E-06,1.35E-06,5.11E-06
16709770.32,447983.0283,0,24195366.01,0,30483.55836,20702.10132,0
16710393.66,1529.897761,227.0205827,24684022.04,1034.233047,1346.804687,3313.069449,3061.635023
16710300.15,0.006075769,0.003174346,24694534.67,0.005773404,0.000742784,0.010148784,0.005553659
18078972.34,9131578.279,3163048.128,1432344.505,2482939.456,2182738.645,171276.4495,6130609.238
17611473.22,4849175.064,5069845.848,5441447.689,5298638.811,191082.3054,3428208.365,416136.618
17333454.24,9690199.696,1086598.153,7349039.161,5252168.585,863267.6702,391970.6018,61290.83366
16710519.93,4169.777614,8196.747517,24667000.33,813.8478708,5361.814678,7242.574676,1749.609409
16711063.22,18471.97124,6896.873449,24594501.42,22290.64718,20615.51026,18586.60772,13171.66684
16710302.64,6.767529098,14.14974526,24694274.47,37.75438802,59.88930916,28.38479916,113.2835289
16710306.06,539.3786671,98.26102708,24693221.48,89.3554496,239.8561661,54.32323204,292.0416801
17670341.85,3452183.747,5672086.546,5585285.416,604645.6379,4584296.767,907503.8846,3888532.701
16710303.48,312.614031,24.09868793,24693849.73,44.88882492,34.01451038,242.2514812,27.10698883
16710300.15,2.14E-18,0.002012356,24694534.69,0.002017016,0.000760717,0.003850754,0.002611462
17492608.8,497599.8403,8017287.575,7736148.754,164599.9273,1693610.148,4973021.206,1612267.25
16862671.01,2130432.65,2770156.441,15799442.37,2720302.195,195427.2271,1011753.339,67020.47347
16710300.15,2.43E-06,2.03E-06,24694534.7,1.80E-05,4.50E-06,2.13E-06,1.70E-06
16726737.7,93237.79166,20763.4432,23466533.22,41387.37333,41594.73588,1005063.443,25954.69746
16710300.15,4.37E-05,1.90E-05,24694534.7,1.17E-05,7.92E-06,8.60E-05,3.65E-05
17500248.95,3904999.58,1267281.05,6698462.832,4622476.865,3922822.172,191077.5428,4087414.658
17821522.49,963600.6888,7814975.964,4772941.671,119735.5671,2740060.092,5072674.539,3210546.179
17701354.75,5379866.027,1056520.206,5023707.982,1733917.64,4121926.574,1289365.428,6089230.843
16710392.18,658.9716433,1083.049564,24685979.04,333.1141198,779.8572996,5161.944908,538.7197097
18040664.09,24694534.7,2.82E-06,2.64E-07,1.14E-06,5.03E-07,5.75E-07,1.88E-06
18196835.8,17788.03245,9555.100433,3274.042215,24597913.18,13191.7241,22891.76275,29920.86045
16909908.74,1667127.717,35627.99328,15332440.48,3742000.17,2181552.381,1735785.96,0
16710300.15,1.50E-08,9.60E-08,24694534.7,4.84E-07,4.02E-07,2.55E-07,2.99E-07
17690578.44,950891.822,6402250.603,5562157.639,3714097.346,2362149.729,4791118.72,911868.8408
16710300.15,8.70E-05,2.32E-06,24694534.7,0.000132257,9.19E-05,0.000136964,2.01E-05
16710300.15,2.66E-07,9.94E-08,24694534.7,9.81E-07,1.44E-07,8.33E-09,4.62E-08
17593663.15,11922192.57,2568197.214,5089560.225,702632.7674,579611.085,3418460.002,413880.835
16710300.15,0.000212326,0.000181709,24694534.7,0.000517713,0.000599277,0.000205777,0.000309798
16710300.15,0.000802047,0.000192452,24694534.7,0.000120413,0.000108553,6.12E-05,0.000154957
16792376.7,910397.1029,0,19030466.02,562596.8737,102935.6671,887075.6819,3201063.353
16710300.15,1.43E-08,0,24694534.7,6.50E-23,2.86E-08,1.59E-07,1.36E-07
17009810.09,2520653.915,163232.1191,13481712.29,2774282.531,5413699.063,243020.8422,97933.94394
17446584.03,481889.7175,266886.7656,8273972.887,1476562.645,6429503.728,2114288.117,5651430.84
18103245.09,3938410.184,2163131.912,1943283.451,5946212.412,7568510.722,1997134.96,1137851.058
16718963.14,9402.495752,173237.9366,23893808.16,76371.15496,184054.5669,205823.9161,151836.4695
16710300.15,7.46E-08,2.28E-06,24694534.7,0,6.42E-06,0,1.43E-07
17439412.16,2333213.154,979113.8077,7816690.379,3521230.35,5767666.403,1929864.724,2346755.883
16710300.15,8.57E-07,2.87E-07,24694534.7,1.46E-07,7.80E-07,1.68E-07,2.08E-07
18265207.58,3117592.863,6145210.203,724177.168,4115208.199,6772335.445,2460394.164,1359616.659
16710408.51,195.4860466,1192.273156,24683590.84,0,2478.927605,956.5503005,6120.626893
16710300.15,0.000136134,0.000796104,24694534.7,0.000168999,0.000469069,6.79E-05,0.000206667
17472918.17,2905112.95,777030.7037,7399413.367,1435697.344,3153644.487,249191.179,8774444.668
16710323.08,213.1552741,118.2136945,24692228.67,377.0302233,451.4990225,860.6574179,285.4764228
16710586.99,121219.2902,27314.11283,24484751.22,10926.2221,12580.12983,1995.750115,35747.97814
16721566.99,37838.67827,62845.56051,23638596.74,396291.5828,277546.8148,281415.3282,2.66E-10
16710300.15,9.32E-06,4.22E-07,24694534.7,2.87E-06,6.27E-07,2.12E-06,2.79E-06
16710301.01,4.082225691,6.253385439,24694450.88,18.60610776,37.81114493,3.276747621,13.79199936
16721863.14,157900.3548,2.39E-11,23413614.35,28742.93316,102947.4679,48170.828,943158.7669
17480522.79,6954347.646,4372802.758,6684283.613,1522179.651,2798274.691,1285031.127,1077615.213
16710300.15,3.50E-05,8.89E-06,24694534.7,3.86E-06,9.92E-06,8.62E-06,0.000117921
16710300.15,7.98E-07,1.83E-06,24694534.7,1.78E-07,2.94E-06,2.04E-07,3.55E-07
16710305.77,97.68536404,58.80480193,24693933.89,73.79010152,156.6888863,201.9399048,11.90168636
18186720.35,1216278.525,5882927.451,1583927.89,3145267.956,4231907.176,648948.0687,7985277.634
16710300.3,3.520743248,0.391751747,24694519.14,0.17188093,0.65766497,10.17910355,0.643638501
18144904.87,6472985.454,281710.3053,1295028.13,5398693.811,5180231.101,1555875.768,4510010.131
16710300.15,0.002717387,0.000231171,24694534.69,0.001953071,0.00040533,0.000185015,0.000265636
16917984.68,6608200.391,538060.9823,13574167.52,1763343.211,14568.0654,675419.4607,1520775.068
16710300.15,3.21E-05,3.58E-06,24694534.7,3.12E-05,2.00E-06,2.75E-05,7.92E-05
16710387.45,546.7496119,10243.67751,24679143.31,1033.947576,1878.616525,1085.232849,603.1691703
18295013.1,5208539.593,6054173.085,1625.441412,1775087.432,5620200.828,3942133.905,2092774.417
16710693.89,2825.612773,0.905729057,24628359.63,45829.1306,4957.837183,5316.375392,7245.207447
16710192.74,200887.3166,25802.06621,24415917.29,7978.252927,1.24E-11,5590.750742,38359.02661
16710300.15,2.23E-06,9.04E-07,24694534.7,8.80E-07,2.46E-07,4.35E-07,1.07E-07
16710301.87,17.84296729,104.3450554,24694292.89,22.15058696,61.4806911,8.901324442,27.08777908
16710300.15,0.000646785,0.000679078,24694534.7,0.002355926,0.000215722,0.000168922,0.000326662
17318951.86,274400.7346,6924559.588,9072258.48,2224725.773,320835.1816,434289.4021,5443465.541
16711979.89,39633.73545,14619.27407,24463118.17,7927.237923,3772.811961,42343.70703,123119.7672
18222461.6,1876432.422,1490556.505,260263.3453,15789322.91,1677169.99,2540427.87,1060361.657
17628052.29,3567492.292,1383837.913,5909026.102,3147832.596,7458775.234,270576.5984,2956993.964
16710431.21,19983.60546,2.41E-12,24652220.12,4833.868588,4213.738445,0,13283.3722
16710300.15,0.056592164,0.018248753,24694534.41,0.051582796,0.044978737,0.05205279,0.065126979
16710655.19,3810.762121,2024.025069,24653040.8,9688.428139,9641.45007,4906.902667,11422.33171
16710305.78,238.9862764,100.5707908,24693579.92,224.5139348,210.9575704,51.73718399,128.010991
17642059.63,1991000.562,3469769.902,5752768.677,3628820.009,3672922.476,2256562.223,3922690.851
16710300.15,2.32E-06,6.68E-06,24694534.7,3.87E-06,6.08E-06,5.95E-06,1.83E-06
16710300.15,7.99E-05,0.000771209,24694534.7,4.37E-05,5.67E-05,0.000228459,4.91E-05
16710300.15,0.020733711,0.008632667,24694534.63,0.025402502,1.31E-18,9.75E-05,0.016773765
16723821.4,247606.6324,255259.9526,23076451.81,410383.8383,159708.5536,344085.9707,201037.9409
18040669.82,24693376.47,311.6163364,38.62744091,751.0441489,0,16.36331164,40.58265921
16710300.18,0.417105234,3.626831019,24694529.01,0.078788806,1.146821053,0.204456102,0.21309001
16710300.16,1.601586929,0.007808192,24694531.67,0.012611401,0.836453702,0.238720354,0.332999459
16710300.15,0.01205196,0.009592103,24694534.61,0.01836875,0.008527655,0.016526116,0.026615019
16712336.59,513131.6118,93050.1383,23798495.67,76277.67724,52355.47822,32798.4766,128425.6504
16710300.15,0.012310096,0.004330018,24694534.59,0.033984293,0.004514921,0.038040772,0.016995642
16710301.37,26.26110224,0,24694398.58,0,16.33332042,46.43529887,47.09251612
16710300.15,3.20E-05,2.93E-05,24694534.7,2.09E-05,3.82E-06,3.62E-05,5.35E-06
17928689.99,4622667.688,3779945.47,3462120.674,607010.7293,5011500.328,4069558.215,3141731.595
17535157.26,3055534.197,3218197.628,6599883.127,2643153.695,1827579.286,3727700.218,3622486.549
16720822.81,35008.86105,67973.74119,23646740.97,359749.7198,161404.7265,297815.8985,125840.7835
16710300.15,3.00E-07,3.05E-08,24694534.7,3.71E-07,1.39E-08,2.03E-07,2.53E-08
16710300.15,1.27E-06,5.04E-07,24694534.7,5.26E-07,5.11E-06,5.24E-06,2.11E-06
18196626.24,7.552735799,223.0752276,35.92713224,24693627.03,252.7274957,285.5279277,102.8563024
16710300.15,0.005843166,0.007111858,24694534.64,0.036311414,0,0.011429067,0.001756046
16712053.74,37883.59955,41903.06388,24446735.7,4116.074822,12797.43958,34724.02231,116374.7962
16710304.85,432.9028867,94.76204259,24693552.15,63.94366245,165.1270916,189.9497955,35.86646169
16771125.8,3358536.534,341804.3571,18422731.16,892746.6669,3.97E-10,436168.8612,1242547.119
17657808.35,2891954.846,701335.158,5632556.884,3647577.99,2780011.107,5144317.51,3896781.206
18196622.2,8.351671327,20.60597958,0.488537328,24694458.77,14.91622045,11.36068379,20.20344275
16764099.01,802764.1772,145152.5933,20831830.48,577785.2684,1818673.639,411229.8961,107098.6464
16707516.26,1594080.029,2152.576644,23091571.55,2135.017746,1709.840671,0,2885.681324
17081801.81,220802.3709,1468466.71,12575288.28,1593529.118,2024185.179,3308236.052,3504026.992
16727366.91,302530.2871,525833.6786,22661040.42,354674.2704,283093.7494,177231.6839,390130.6085
16710300.15,0.000462431,0.000534081,24694534.69,0.006764242,0.000318421,1.10E-19,0.00464519
16710300.15,0.00176071,0.008217796,24694534.68,0.004555946,0.000149612,0.002323757,0.000394258
17782219.16,63492.71916,2026523.199,5509404.219,472425.7383,7024642.131,8633418.974,964627.7196
16719198.68,155300.7485,227520.2421,23651148.84,207871.8782,234456.7807,189258.558,28977.64838
16710300.15,5.81E-05,0.000203473,24694534.7,2.45E-05,0.000301519,0,0.000152923
16710300.15,4.63E-06,1.43E-05,24694534.7,1.90E-05,2.93E-06,6.47E-06,5.38E-06
16710857.14,7113.559045,6751.694258,24585682.63,68001.23014,0,8791.66307,18193.92132
16710300.15,4.55E-06,4.22E-06,24694534.7,6.66E-05,7.37E-05,3.94E-05,5.57E-05
18040664.09,24694534.69,0.00241393,0.001406305,0.000724637,0.000913934,0.005478072,0.001772803
17618631.85,4007210.523,285514.1917,5789612.682,2257275.078,46140.94559,316674.9481,11992106.33
17992432.83,7818837.578,5132702.945,2300000.628,1160842.57,672455.0223,1852018.676,5757677.28
16710300.15,3.18E-05,5.50E-05,24694534.7,3.19E-05,4.34E-05,3.58E-05,3.71E-05
16710300.32,4.623653972,1.370245244,24694501.48,18.85976669,4.022343193,0.487629119,3.853395445
18196621.76,0.000114762,8.69E-05,2.90E-05,24694534.7,0.00017616,0.000102574,0.000105195
16710358.82,1210.464602,1190.489031,24685817.9,432.5186537,187.6680072,1140.035705,4555.620238
17202201.34,411758.4604,2896571.464,10832388.26,3293917.68,6125350.413,845133.4964,289414.9274
16710300.15,9.55E-07,2.19E-05,24694534.7,7.45E-06,4.52E-05,1.23E-05,1.24E-05
17760505.31,913866.9248,8161244.232,5149376.264,1408391.283,198941.3669,7126922.144,1735792.485
16710300.15,0.161982054,0.096376646,24694534.12,0.158712438,0.149705721,0.001481986,0.009625102
